archetype,metaRating,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique
half_winger,84.17340321416611,187,77,4,4,87,88,93,90,89,87,80,83,93,82,77,94,92,87,89,89,90,95,96,92,75,73,74,78,76,81,84,87,81,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
shadow_striker,87.44304458740736,187,77,4,4,87,88,93,90,89,87,80,83,93,82,77,94,92,87,89,89,90,95,96,92,75,73,74,78,76,81,84,87,81,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
playmaker,87.0852433103642,187,77,4,4,87,88,93,90,89,87,80,83,93,82,77,94,92,87,89,89,90,95,96,92,75,73,74,78,76,81,84,87,81,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
winger,90.15177744314778,188,79,5,5,87,99,92,91,91,83,87,73,89,75,75,95,82,87,86,89,89,94,91,94,25,99,43,33,29,99,87,93,81,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
advanced_forward,91.64941402596233,188,79,5,5,87,99,92,91,91,83,87,73,89,75,75,95,82,87,86,89,89,94,91,94,25,99,43,33,29,99,87,93,81,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
poacher,90.78506615475114,188,79,5,5,87,99,92,91,91,83,87,73,89,75,75,95,82,87,86,89,89,94,91,94,25,99,43,33,29,99,87,93,81,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
inside_forward,85.5560047109281,181,67,4,5,98,97,83,82,83,77,70,66,85,90,77,87,70,83,97,90,85,90,93,83,44,72,40,32,30,83,86,64,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
box_to_box,88.05809151612381,182,73,4,5,91,88,91,85,94,87,78,71,88,87,83,94,92,90,88,87,86,91,88,86,83,73,82,75,73,82,91,82,83,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,87.30681136174641,182,73,4,5,91,88,91,85,94,87,78,71,88,87,83,94,92,90,88,87,86,91,88,86,83,73,82,75,73,82,91,82,83,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
centre_half,83.38191856048775,174,60,5,4,87,84,86,78,74,74,61,58,94,73,67,94,92,85,91,93,90,91,90,90,89,61,83,93,79,84,95,84,80,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
playmaker,85.51462790315263,174,60,5,4,87,84,86,78,74,74,61,58,94,73,67,94,92,85,91,93,90,91,90,90,89,61,83,93,79,84,95,84,80,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
holding,87.47657870311038,185,80,5,5,88,87,83,85,96,87,65,64,93,86,60,92,91,88,92,91,90,95,95,91,85,85,82,92,87,90,91,88,86,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
box_to_box,91.04721806187646,185,80,5,5,88,87,83,85,96,87,65,64,93,86,60,92,91,88,92,91,90,95,95,91,85,85,82,92,87,90,91,88,86,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
winger,85.0266455571758,169,60,4,3,95,95,91,90,84,87,83,80,84,77,75,89,82,87,96,96,82,88,88,85,37,95,47,41,67,92,89,94,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
advanced_forward,83.21395426723291,169,60,4,3,95,95,91,90,84,87,83,80,84,77,75,89,82,87,96,96,82,88,88,85,37,95,47,41,67,92,89,94,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
centre_half,87.29051762626369,181,74,5,5,89,84,88,77,68,83,56,52,87,75,64,94,92,77,85,85,95,90,85,92,95,74,88,92,90,80,90,78,79,0,0,0,0,0,0,0,1,2,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,87.46998027693208,181,74,5,5,89,84,88,77,68,83,56,52,87,75,64,94,92,77,85,85,95,90,85,92,95,74,88,92,90,80,90,78,79,0,0,0,0,0,0,0,1,2,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,85.46548443433782,184,73,4,4,91,88,89,88,87,86,78,78,91,89,83,89,88,89,96,94,89,89,92,91,63,42,61,67,61,69,81,55,76,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
defender,87.76583432102542,192,84,5,5,85,88,38,63,82,33,38,87,82,47,39,93,94,64,77,77,91,84,77,88,90,88,89,93,83,90,82,90,84,0,0,0,0,1,0,0,1,1,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ball_playing_defender,87.40421588166646,192,84,5,5,85,88,38,63,82,33,38,87,82,47,39,93,94,64,77,77,91,84,77,88,90,88,89,93,83,90,82,90,84,0,0,0,0,1,0,0,1,1,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
stopper,85.43023988370327,192,84,5,5,85,88,38,63,82,33,38,87,82,47,39,93,94,64,77,77,91,84,77,88,90,88,89,93,83,90,82,90,84,0,0,0,0,1,0,0,1,1,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
false_nine,76.45176048164639,177,66,4,4,89,83,93,92,86,85,93,84,81,73,74,87,72,73,85,69,83,88,85,86,28,93,38,36,31,96,72,86,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
holding,83.63006674272994,170,66,4,4,86,83,75,69,81,78,75,81,92,82,70,96,92,79,87,87,88,87,86,87,90,65,86,91,80,75,86,80,86,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
deep_lying_playmaker,84.72843228952634,170,66,4,4,86,83,75,69,81,78,75,81,92,82,70,96,92,79,87,87,88,87,86,87,90,65,86,91,80,75,86,80,86,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
defender,88.111602122916,190,76,3,4,84,88,62,50,80,65,52,60,80,65,55,89,89,70,74,71,89,86,70,85,93,91,91,94,92,94,84,89,91,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ball_playing_defender,86.2672016815686,190,76,3,4,84,88,62,50,80,65,52,60,80,65,55,89,89,70,74,71,89,86,70,85,93,91,91,94,92,94,84,89,91,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
stopper,85.68298129043309,190,76,3,4,84,88,62,50,80,65,52,60,80,65,55,89,89,70,74,71,89,86,70,85,93,91,91,94,92,94,84,89,91,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
holding,87.24377088720317,186,78,3,4,90,90,85,82,87,89,82,72,92,83,86,92,96,87,83,83,90,94,90,96,87,76,88,92,82,88,84,84,90,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
deep_lying_playmaker,87.02357819537148,186,78,3,4,90,90,85,82,87,89,82,72,92,83,86,92,96,87,83,83,90,94,90,96,87,76,88,92,82,88,84,84,90,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
half_winger,87.78924005614378,185,75,5,5,90,89,92,81,91,88,81,73,92,82,61,95,93,91,90,88,90,91,92,92,86,63,86,92,83,80,95,85,86,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
box_to_box,91.52788914541779,185,75,5,5,90,89,92,81,91,88,81,73,92,82,61,95,93,91,90,88,90,91,92,92,86,63,86,92,83,80,95,85,86,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,87.333251895534,181,70,5,4,94,91,87,86,87,85,78,73,87,86,74,90,87,92,97,93,87,92,95,84,51,63,62,65,58,81,92,63,73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
half_winger,84.5856186843765,181,70,5,4,94,91,87,86,87,85,78,73,87,86,74,90,87,92,97,93,87,92,95,84,51,63,62,65,58,81,92,63,73,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ball_playing_defender,82.40359857382242,187,82,3,4,78,81,50,39,90,33,41,58,67,57,50,90,86,48,66,60,95,80,69,92,88,89,91,92,89,89,80,94,89,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
winger,89.49886093944731,181,66,5,4,97,94,90,85,91,88,76,63,89,91,81,89,89,92,96,92,89,90,94,90,29,51,46,30,26,76,85,76,64,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wide_playmaker,87.68939270843626,181,66,5,4,97,94,90,85,91,88,76,63,89,91,81,89,89,92,96,92,89,90,94,90,29,51,46,30,26,76,85,76,64,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
defender,84.05663423342493,187,84,2,3,81,89,63,53,73,42,41,46,53,50,26,80,75,44,70,70,82,72,65,81,87,90,89,89,87,96,78,92,86,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
winger,86.84740298315862,172,62,5,4,95,93,87,87,89,85,79,72,86,86,63,84,70,77,94,94,86,88,90,85,53,63,41,30,22,83,85,70,70,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,83.52258477539901,182,74,4,4,86,87,86,83,88,85,75,70,86,81,83,93,91,83,85,85,90,91,88,88,90,65,85,90,86,80,97,85,94,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,88.00672507800992,182,74,4,4,86,87,86,83,88,85,75,70,86,81,83,93,91,83,85,85,90,91,88,88,90,65,85,90,86,80,97,85,94,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,85.71504624783728,182,74,4,4,86,87,86,83,88,85,75,70,86,81,83,93,91,83,85,85,90,91,88,88,90,65,85,90,86,80,97,85,94,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,86.16514642370117,179,68,4,4,91,90,93,81,93,81,85,87,90,84,77,90,88,90,92,91,86,93,92,83,70,68,73,76,78,83,90,75,81,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,88.04464085666785,179,68,4,4,91,90,93,81,93,81,85,87,90,84,77,90,88,90,92,91,86,93,92,83,70,68,73,76,78,83,90,75,81,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,87.62451818775968,179,68,4,4,91,90,93,81,93,81,85,87,90,84,77,90,88,90,92,91,86,93,92,83,70,68,73,76,78,83,90,75,81,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wingback,88.07498075085073,184,81,4,3,97,97,84,75,91,80,84,78,78,87,78,84,73,83,85,84,87,87,86,82,82,80,80,88,82,97,94,91,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
attacking_wingback,84.82125997883965,163,56,4,4,90,90,88,85,80,81,71,77,90,80,72,94,88,75,84,87,86,89,92,81,90,85,84,93,87,86,86,87,86,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
falseback,87.23497863265321,163,56,4,4,90,90,88,85,80,81,71,77,90,80,72,94,88,75,84,87,86,89,92,81,90,85,84,93,87,86,86,87,86,0,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
shadow_striker,87.48419591398721,174,71,5,4,92,85,93,91,87,83,86,67,85,73,61,86,78,77,99,99,99,99,99,99,40,81,33,28,31,87,81,73,71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
defender,85.3590255053075,189,86,3,5,83,88,58,47,64,49,41,52,80,52,48,96,86,44,80,81,91,80,81,90,85,84,91,87,84,90,84,91,90,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
fullback,84.51826544317444,189,86,3,5,83,88,58,47,64,49,41,52,80,52,48,96,86,44,80,81,91,80,81,90,85,84,91,87,84,90,84,91,90,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
inside_forward,83.48616184922591,172,81,4,5,90,90,88,90,96,87,90,87,86,74,72,90,78,73,91,95,86,85,86,80,45,97,45,54,49,97,86,94,99,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
advanced_forward,86.79459416644531,172,81,4,5,90,90,88,90,96,87,90,87,86,74,72,90,78,73,91,95,86,85,86,80,45,97,45,54,49,97,86,94,99,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
wide_playmaker,78.58114104792318,168,64,4,4,90,92,92,91,80,85,75,72,86,81,72,89,76,76,90,85,87,91,88,85,57,84,48,61,51,89,81,90,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
box_to_box,86.8411746485266,179,69,4,5,85,82,87,85,88,84,84,88,87,85,67,95,80,79,82,81,88,91,90,83,87,82,87,89,84,87,82,92,70,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
playmaker,83.6713308665268,179,69,4,5,85,82,87,85,88,84,84,88,87,85,67,95,80,79,82,81,88,91,90,83,87,82,87,89,84,87,82,92,70,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
half_winger,79.5114687604778,155,52,5,5,84,85,89,84,82,80,88,80,92,87,82,89,87,91,91,95,78,92,94,85,50,57,50,40,45,74,83,63,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
false_nine,83.12674588941606,155,52,5,5,84,85,89,84,82,80,88,80,92,87,82,89,87,91,91,95,78,92,94,85,50,57,50,40,45,74,83,63,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,82.27946367684312,175,70,4,4,86,83,82,75,93,85,72,80,86,84,81,91,89,85,92,95,90,91,90,93,90,71,88,91,86,87,88,80,95,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,86.3934489296177,175,70,4,4,86,83,82,75,93,85,72,80,86,84,81,91,89,85,92,95,90,91,90,93,90,71,88,91,86,87,88,80,95,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,80.50976378268297,197,84,4,4,89,88,93,90,95,85,83,83,81,45,57,89,63,48,86,84,93,90,88,89,64,99,57,75,61,95,87,97,94,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
target_forward,86.73107366517759,197,84,4,4,89,88,93,90,95,85,83,83,81,45,57,89,63,48,86,84,93,90,88,89,64,99,57,75,61,95,87,97,94,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
centre_half,82.37250064384425,170,68,5,5,86,80,83,81,80,84,62,67,90,83,65,92,92,83,90,93,90,91,88,90,88,55,88,92,86,80,98,80,90,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
holding,85.96880843375777,170,68,5,5,86,80,83,81,80,84,62,67,90,83,65,92,92,83,90,93,90,91,88,90,88,55,88,92,86,80,98,80,90,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
deep_lying_playmaker,88.4590637523629,170,68,5,5,86,80,83,81,80,84,62,67,90,83,65,92,92,83,90,93,90,91,88,90,88,55,88,92,86,80,98,80,90,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
wide_half,82.07466131352326,168,70,3,4,82,81,76,68,75,69,59,57,85,75,54,88,81,55,84,96,91,85,82,86,93,57,93,94,90,76,87,78,92,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
holding,82.94608627906804,168,70,3,4,82,81,76,68,75,69,59,57,85,75,54,88,81,55,84,96,91,85,82,86,93,57,93,94,90,76,87,78,92,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
defender,86.50529298405922,195,94,3,3,80,89,39,35,65,28,57,41,83,47,35,92,84,46,76,75,92,76,75,89,90,91,91,89,85,90,80,95,86,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ball_playing_defender,84.52486488987665,195,94,3,3,80,89,39,35,65,28,57,41,83,47,35,92,84,46,76,75,92,76,75,89,90,91,91,89,85,90,80,95,86,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
inside_forward,83.91586513170891,173,71,4,5,90,91,87,85,83,84,88,68,89,84,74,88,86,85,90,94,87,88,92,86,62,63,76,54,63,77,94,86,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ball_playing_defender,87.23085867833129,188,76,4,4,88,89,62,58,73,65,47,56,90,72,41,97,91,71,80,80,96,91,87,97,86,86,88,88,86,93,82,85,88,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
stopper,84.5410216214566,188,76,4,4,88,89,62,58,73,65,47,56,90,72,41,97,91,71,80,80,96,91,87,97,86,86,88,88,86,93,82,85,88,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
false_nine,84.10537997520899,183,78,4,5,88,90,93,92,91,91,85,77,85,87,77,86,75,90,83,78,92,87,89,90,43,76,49,37,36,84,90,72,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
false_nine,82.98704687430815,176,73,4,3,83,82,91,91,86,88,87,80,89,83,86,90,87,90,90,85,91,92,89,90,60,86,46,64,65,87,88,71,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
poacher,83.78946671873301,175,73,4,5,83,87,91,94,92,86,86,90,89,78,83,89,81,83,86,88,88,90,89,88,53,90,49,56,39,90,80,86,81,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
defender,86.76476627910039,186,81,3,4,86,86,80,72,74,66,87,88,87,81,77,95,92,84,72,76,91,89,85,95,94,93,97,92,87,84,81,89,81,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
stopper,84.55696237317156,186,81,3,4,86,86,80,72,74,66,87,88,87,81,77,95,92,84,72,76,91,89,85,95,94,93,97,92,87,84,81,89,81,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
false_nine,83.22607832470212,185,81,5,4,83,84,94,91,91,87,91,71,89,78,76,89,79,85,85,83,89,91,88,89,43,95,47,27,21,88,85,85,66,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
